Original Row Number,02 Gender,03 Height (in.),04 Weight (lbs.),05 Desired Weight (lbs.),06 Class Level,07 Born in TN?,08 Member of Frat/Sorority?,09 Current GPA,10 Where Do You Sit?,11 Type Of Computer Used?,12 Text Messages Sent Per Day,13 $ Spent on Haircut,14 Percent of Tuition You Pay,15 One or More Parents College Grad?,16 Hours Working a Job Per Week,17 Minutes Per Day on "Facebook",18 Talk on Cell Phone While Driving?,19 Read Text Messages While Driving?,20 Send Text Messages While Driving?,21 Number of Tattoos,22 Number of Body Piercings,23 Grade in Math 125,24 Expected Grade in Stat 201,25 Left or Right Handed?,26 Hand You Hold Phone to Ear,27 Which Wrist Wear Watch,28 Introvert or Extravert,29 Fold or Crumple Toilet Paper,30 Hours per Week Playing Video Games,31 Fold Hands - Thumb on Top?,32 Fuel Efficiency (mpg),33 Distance from Home to UT,34 Hair Color,35 Own an e-Reader?,36 Percentage Dateable,37 Cell Phone Contacts,38 Cell Phone Contacts Gender Majority,39 Right Foot Bigger Toe,40 Left Foot Bigger Toe,41 Percent UT You Are More Attractive Than,42 Percent UT You Are More Intelligent Than,43 Percent UT You Are More Athletic Than,44 Percent UT You Are Funnier Than,45 Percent UT You Are More Wealthy Than,46 Change in Pocket/Purse,47 Significant Other?,48 Your Own Attractiveness Rating,49 Number of Vol Football Games Attended,50 Favorite TV Show,Studentized Resid 42 Percent UT You Are More Intelligent Than,h 42 Percent UT You Are More Intelligent Than,Cook's D Influence 42 Percent UT You Are More Intelligent Than
423,Female,64,120,115,Junior,No,Yes,3.2,Around the Middle,PC,90,60,0,Yes,0,70,Frequently,Practically Every Time I Drive,Occasionally,0,4,B,A,Right,Right,Right,Introvert,Fold,0,Right,13,751,Brown,No,10,200,Same,Big Toe,Second Toe,50,40,30,30,30,0.75,No,60,20,greys anatomy,-0.387127052,0.0145779728,0.0000923784
424,Female,63.75,149,130,Junior,Yes,No,3.2,Around the Middle,PC,12,13,50,Yes,0,60,On Rare Occasions,Occasionally,On Rare Occasions,0,2,A,A,Right,Right,Left,Introvert,Crumple,0,Left,30,184.16,Red,No,3,132,Females,Big Toe,Big Toe,25,50,50,50,25,0,No,50,12,don't have one,-0.176192786,0.0143636442,0.0000188501
425,Female,62,102,100,Junior,Yes,No,3.5,The Front Row,PC,1,62,0,No,0,0,On Rare Occasions,On Rare Occasions,Never,4,3,A,A,Right,Right,Left,Extravert,Crumple,0,Right,30,25,Brown,No,5,25,Same,Second Toe,Second Toe,80,75,40,40,40,40,No,90,50,law and order,0.5775272546,0.0706383239,0.001056305
426,Female,66,117,115,Freshman,Yes,No,3,Around the Middle,PC,10,15,25,Yes,0,10,Never,Never,Never,0,2,A,B+,Right,Right,Right,Introvert,Crumple,0,Left,0,30.7,Brown,No,5,36,Same,Big Toe,Big Toe,60,55,50,40,60,1.46,No,75,2,House,-0.09195699,0.0173199483,6.2100157e-6
427,Female,68,180,145,Junior,No,No,2.9,Near the Front,PC,150,30,0,Yes,0,300,On Rare Occasions,Never,Never,0,4,B+,A-,Right,Varies,Right,Extravert,Fold,1,Right,0,431,Brown,No,50,195,Females,Big Toe,Big Toe,50,30,40,60,45,1.5,No,65,13,Keeping Up With the Kardashians,-0.814629056,0.0300647582,0.0008570843
428,Male,78,305,280,Junior,Yes,Yes,2.97,The Front Row,Mac,7,0,0,Yes,0,30,On Rare Occasions,Never,On Rare Occasions,0,0,C+,A,Right,Right,Left,Extravert,Fold,1,Left,20,396,Brown,No,35,65,Same,Second Toe,Big Toe,40,75,30,90,30,0,No,85,32,East bound and Down,0.9096424434,0.0474973763,0.0017192286
429,Female,65,130,100,Sophomore,Yes,Yes,3.5,Near the Front,PC,25,10,0,Yes,0,600,Occasionally,Occasionally,Occasionally,0,4,A,A,Right,Right,Left,Introvert,Crumple,0,Right,0,311,Blond,No,90,144,Females,Big Toe,Big Toe,20,10,60,30,50,3.75,No,20,10,Glee,-1.399836843,0.134270241,0.0126631287
430,Male,75,155,180,Sophomore,No,No,3.89,Near the Front,PC,15,0,100,Yes,21,1,On Rare Occasions,On Rare Occasions,On Rare Occasions,0,0,A,A,Right,Varies,Right,Introvert,Crumple,1,Right,21,183,Blond,No,40,170,Same,Second Toe,Second Toe,70,98,60,40,30,0,Yes,75,6,I don't watch much TV.,1.5472275828,0.0219859774,0.0022423214
431,Male,74,260,280,Senior,No,No,2.9,Near the Front,PC,15,0,100,Yes,25,240,On Rare Occasions,On Rare Occasions,On Rare Occasions,0,0,B,A-,Right,Right,Left,Introvert,Fold,0,Right,16,5.7,Brown,No,50,45,Same,Second Toe,Second Toe,95,85,85,85,80,37,No,100,2,Jersey Shore,-0.201071914,0.0775579381,0.0001416377
432,Female,73,195,185,Sophomore,No,No,3.7,Around the Middle,Mac,200,24,5,Yes,0,30,Frequently,On Rare Occasions,Occasionally,0,0,A,A-,Right,Right,Left,Introvert,Fold,0,Right,32,231,Brown,No,30,367,Males,Big Toe,Big Toe,40,60,60,55,30,16.75,No,85,10,Desperate Housewives,0.3460002194,0.0205546642,0.0001046819
433,Male,71,205,180,Junior,No,No,2.5,Near the Front,Mac,10,25,100,Yes,0,5,Occasionally,Occasionally,Occasionally,0,2,C,B,Right,Right,Left,Extravert,Fold,1,Right,28,650,Brown,No,60,135,Males,Big Toe,Big Toe,0,30,20,15,40,0,No,85,6,don't really watch TV and I don't own one. If watch at bars its NFL NCAA football/basketball MLB,-0.375481679,0.0398882011,0.0002440557
434,Female,69.5,140,130,Sophomore,Yes,No,3.9,Near the Front,Mac,50,11,25,Yes,20,60,Occasionally,Frequently,Frequently,0,2,A,B+,Right,Right,Left,Introvert,Crumple,1,Right,18,21,Brown,No,50,75,Females,Same,Same,10,15,20,25,40,5,Yes,50,6,One Tree Hill,-1.338873891,0.0189629171,0.0014437361
435,Male,70,175,180,Sophomore,Yes,No,3.52,Around the Middle,PC,50,18,50,Yes,10,60,Occasionally,Frequently,Frequently,0,0,A,A,Right,Right,Left,Extravert,Crumple,7,Right,22,0,Blond,No,20,100,Same,Big Toe,Big Toe,20,40,30,25,30,0,Yes,50,15,Mythbusters,-0.380997234,0.0129931922,0.0000796211
436,Female,62,115,110,Senior,Yes,Yes,3,Around the Middle,PC,150,40,0,No,0,90,Practically Every Time I Drive,Occasionally,On Rare Occasions,0,2,C+,A-,Right,Right,Left,Extravert,Fold,0,Right,25,167.3,Brown,No,30,150,Females,Big Toe,Big Toe,20,50,40,30,50,1.5,Yes,88,40,Desperate Housewives,0.6889637908,0.0177467088,0.0003573353
437,Male,72,179,175,Senior,No,No,2.2,Near the Front,PC,5,20,100,Yes,20,15,Frequently,Practically Every Time I Drive,Frequently,1,0,B,B,Right,Varies,Left,Introvert,Fold,0,Left,18,103,Brown,No,100,94,Males,Second Toe,Second Toe,100,100,100,100,0,2,Yes,100,10,It's Always Sunny in Philadelphia,1.3617820237,0.0462894967,0.0037503331
438,Male,67,145,145,Other,Yes,No,2.9,Around the Middle,Mac,20,0,0,Yes,6,30,Occasionally,Occasionally,Occasionally,1,0,B+,B,Right,Right,Left,Extravert,Fold,3,Right,28,5.7,Brown,Yes,15,150,Males,Same,Same,60,50,65,50,60,0,No,70,15,Dexter,-0.634987524,0.0133637138,0.0002275565
439,Female,62,104,102,Sophomore,No,No,2.7,Around the Middle,PC,200,30,0,No,13,60,On Rare Occasions,Never,On Rare Occasions,0,2,B+,B+,Right,Varies,Left,Introvert,Fold,0,Right,0,308,Brown,No,75,178,Females,Big Toe,Big Toe,65,70,40,50,40,0.86,Yes,75,11,Greys Anatomy,1.2696928719,0.0252505633,0.0017400599
440,Male,73,153,165,Junior,No,No,3.75,Near the Front,Mac,18,8.5,20,Yes,20,40,Never,On Rare Occasions,Never,0,0,A,A,Right,Right,Right,Extravert,Fold,0,Left,0,15,Brown,No,15,209,Females,Same,Same,60,90,30,25,30,0,No,85,8,Glee,2.2109442827,0.0261521438,0.0054696626
441,Male,70,215,200,Other,No,Yes,2.6,Somewhere Different All The Time,PC,20,20,100,No,23,2,Occasionally,On Rare Occasions,On Rare Occasions,0,0,A,A-,Right,Right,Left,Extravert,Fold,2,Right,21,290,Brown,No,30,216,Same,Same,Second Toe,80,90,60,80,10,9.25,No,7,18,house hunters international,0.7358152142,0.0617687881,0.0014852019
442,Female,65,133,125,Sophomore,Yes,No,3.47,Around the Middle,PC,30,80,0,Yes,12,5,Frequently,Frequently,Frequently,0,6,C+,B,Right,Left,Left,Extravert,Crumple,0,Right,0,102,Blond,No,20,100,Same,Same,Same,60,40,30,50,30,14,Yes,65,15,gossip girl,-0.766225708,0.0263694732,0.000662536
443,Female,66,122,128,Sophomore,No,No,4,Near the Front,PC,75,17,0,Yes,0,15,Frequently,On Rare Occasions,Never,0,2,A,A,Right,Varies,Left,Extravert,Varies,2,Right,26,169,Red,No,10,149,Same,Same,Big Toe,50,90,70,75,50,21.25,Yes,75,8,Bones,1.1397360368,0.0125941716,0.000690353
444,Female,68,130,130,Sophomore,Yes,No,3,Near the Front,Other,100,0,0,No,0,10,Frequently,Frequently,Frequently,0,8,B,B,Right,Right,Left,Extravert,Fold,0,Left,25,0,Brown,No,10,300,Males,Same,Same,0,10,30,0,50,0.72,No,100,0,Bad Girl's Club,-0.689288001,0.0612750101,0.0012922163
445,Female,67.5,150,130,Freshman,No,No,3.8,Near the Back,Mac,30,20,10,Yes,0,15,On Rare Occasions,Occasionally,Occasionally,0,0,A,A-,Right,Right,Left,Introvert,Varies,0,Right,25,38.7,Brown,No,0.0001,66,Same,Big Toe,Big Toe,5,50,5,60,10,20,Yes,50,3,Futurama,0.3843654052,0.0262342581,0.0001658409
446,Female,67,125,125,Junior,Yes,No,2.8,Around the Middle,Mac,100,70,15,Yes,0,30,Occasionally,On Rare Occasions,On Rare Occasions,1,3,B+,B,Right,Varies,Right,Introvert,Crumple,0,Left,27,495,Brown,No,25,126,Females,Big Toe,Big Toe,15,10,35,40,10,0,No,85,50,Seinfeld,-1.190669236,0.0266992058,0.0016204002
447,Female,63,97,100,Sophomore,Yes,No,3.83,Around the Middle,PC,100,17,0,Yes,0,60,Occasionally,Occasionally,On Rare Occasions,0,2,A,B+,Right,Right,Right,Introvert,Crumple,0,Left,26,108,Brown,No,10,66,Same,Big Toe,Big Toe,30,70,50,60,50,0,Yes,50,8,NCIS,0.7784853077,0.017330461,0.0004453405
448,Male,75,225,200,Junior,Yes,Yes,2.67,Somewhere Different All The Time,Mac,50,15,0,Yes,12,70,Frequently,Frequently,Frequently,0,0,A,A,Right,Varies,Left,Introvert,Crumple,30,Left,15,20,Brown,No,20,220,Same,Same,Same,40,80,60,40,50,50,Yes,60,50,LOST,1.2894392687,0.06242111,0.0046122645
449,Female,62,160,120,Sophomore,Yes,No,2.54,The Front Row,PC,50,40,50,No,0,10,Occasionally,Frequently,Frequently,2,8,C+,C+,Right,Right,Left,Introvert,Fold,0,Right,23,29,Brown,No,50,130,Males,Big Toe,Second Toe,50,10,2,10,0,0.15,Yes,50,4,Cold Case Files,-1.582166677,0.0458646259,0.0050137316
450,Male,69,130,145,Sophomore,Yes,Yes,3.2,Around the Middle,PC,30,15,0,Yes,0,100,Occasionally,Frequently,Frequently,0,0,A,A,Left,Left,Left,Introvert,Fold,4,Left,33,106,Blond,No,30,92,Males,Second Toe,Second Toe,75,75,30,90,60,0,No,84,10,South Park,0.2099713308,0.019138557,0.0000358435
451,Male,73,183,183,Junior,No,No,3.95,Around the Middle,PC,100,0,100,Yes,18,120,Occasionally,Occasionally,Occasionally,0,0,A,A,Right,Right,Left,Introvert,Varies,3,Left,17,0,Black,No,20,60,Same,Same,Second Toe,60,99,80,75,80,100,No,65,15,ncis,0.8293019587,0.0609597809,0.0018602587
452,Male,72,180,170,Sophomore,No,No,1.5,Near the Back,PC,3,20,0,Yes,0,120,Frequently,Frequently,On Rare Occasions,0,0,A,B,Right,Right,Left,Introvert,Fold,2,Right,29,6,Black,No,60,150,Same,Same,Same,40,30,40,30,70,0,Yes,70,6,The Office,-0.500043856,0.0260753264,0.0002789391
453,Female,63,187,136,Sophomore,No,No,2.96,Near the Front,PC,50,25,0,Yes,22,300,On Rare Occasions,On Rare Occasions,On Rare Occasions,1,4,A,A,Right,Right,Left,Introvert,Varies,4,Right,0,386.45,Black,No,60,153,Females,Second Toe,Second Toe,40,55,20,15,5,0.25,No,89,4,phineas and ferb,1.3404770235,0.0476874634,0.0037491449
454,Female,66,130,120,Junior,Yes,No,2.77,Somewhere Different All The Time,Mac,100,75,0,Yes,0,60,Frequently,Practically Every Time I Drive,Frequently,0,2,A-,C,Right,Right,Left,Extravert,Crumple,1,Left,26,195,Brown,No,5,314,Same,Big Toe,Big Toe,90,40,20,10,70,0,Yes,89,2,supernatural,-0.970325151,0.0316407102,0.0012818377
455,Female,66,130,120,Junior,Yes,No,2.77,Somewhere Different All The Time,Mac,100,75,0,Yes,0,60,Frequently,Practically Every Time I Drive,Frequently,0,2,A-,C,Right,Right,Left,Extravert,Crumple,1,Left,26,195,Brown,No,5,312,Same,Big Toe,Big Toe,89,20,10,10,50,0,Yes,85,2,supernatural,-1.870480592,0.0329099513,0.0049608432
456,Female,66,120,110,Sophomore,No,Yes,3.84,Near the Front,Mac,350,14,0,Yes,0,45,On Rare Occasions,Occasionally,Occasionally,0,2,A,B-,Right,Varies,Left,Extravert,Crumple,0,Left,29,174,Brown,No,55,420,Same,Same,Big Toe,45,60,30,55,30,85,Yes,75,9,"Law & Order: SVUModern FamilyCake BossSay Yes to the DressLost",0.5439818106,0.0543755312,0.0007089936
457,Male,72,225,200,Junior,Yes,Yes,1.6,Near the Back,PC,50,25,50,Yes,0,120,Occasionally,Frequently,Frequently,0,0,C+,B+,Right,Right,Left,Introvert,Crumple,1,Left,16,182,Brown,No,50,96,Males,Same,Same,50,25,45,50,30,0,Yes,64,15,chuck,-1.128385209,0.0199131031,0.0010778986
458,Female,64,150,125,Junior,Yes,No,3.6,Around the Middle,Mac,50,25,0,Yes,0,4,Frequently,Frequently,Frequently,0,3,B+,A-,Right,Varies,Left,Extravert,Crumple,6,Right,23,379,Brown,No,10,150,Same,Big Toe,Big Toe,70,85,20,90,65,100,Yes,70,8,Office,0.2511969876,0.051137958,0.0001416961
459,Female,62,115,105,Sophomore,Yes,Yes,3.01,Near the Front,PC,25,80,0,Yes,0,60,Occasionally,Frequently,Frequently,0,5,A-,A-,Right,Varies,Left,Extravert,Fold,0,Left,24,58.1,Brown,No,25,230,Same,Second Toe,Second Toe,75,50,15,65,65,2.75,No,85,8,the office,-0.73353783,0.0201597727,0.0004612795
460,Male,72,165,185,Junior,No,Yes,2.85,Around the Middle,PC,50,10,60,Yes,10,150,Occasionally,Frequently,Occasionally,0,0,B,A,Right,Right,Left,Introvert,Fold,2,Right,20,899.62,Brown,No,10,87,Same,Second Toe,Second Toe,80,60,90,90,65,0.75,No,83,3,Sportscenter,-1.074318564,0.024565578,0.0012111107
461,Female,72,216,185,Junior,Yes,No,2.8,The Back Row,PC,10,0,50,No,16,20,On Rare Occasions,On Rare Occasions,Never,0,2,B,A-,Right,Right,Left,Introvert,Fold,1,Right,20,27.1,Brown,No,20,30,Females,Big Toe,Big Toe,50,30,40,70,50,0,Yes,50,2,Make It or Break It,-1.782598256,0.0186462678,0.0025157186
462,Male,76,203,200,Sophomore,No,No,3.1,The Front Row,Mac,100,20,50,No,18,20,Frequently,Frequently,Frequently,0,0,A,A,Right,Right,Left,Introvert,Fold,0,Left,19,3.5,Blond,No,5,300,Same,Second Toe,Second Toe,50,95,75,35,20,0,Yes,60,12,"House, Glee",2.3652223732,0.0201494123,0.004793307
463,Female,66,220,160,Sophomore,Yes,No,4,Near the Front,PC,40,30,0,Yes,0,60,Occasionally,On Rare Occasions,Never,0,2,A,A,Right,Left,Left,Extravert,Fold,0,Left,23,16.5,Brown,No,25,119,Females,Big Toe,Big Toe,25,75,20,45,25,0.45,No,75,1,The Office,1.3017190586,0.0263140906,0.0019080632
464,Female,62,120,116,Junior,Yes,No,3,Around the Middle,Mac,60,50,0,No,20,63,Practically Every Time I Drive,Practically Every Time I Drive,Practically Every Time I Drive,0,6,C+,B-,Right,Right,Left,Introvert,Crumple,0,Left,17,0,Brown,No,20,100,Females,Big Toe,Big Toe,90,50,60,50,30,0.6,Yes,90,20,brothers and sisters,-0.683151556,0.021675971,0.0004308427
465,Female,69,135,125,Sophomore,Yes,Yes,2.97,Near the Back,Mac,75,130,0,Yes,6,90,Practically Every Time I Drive,Practically Every Time I Drive,Practically Every Time I Drive,0,3,B,A,Right,Right,Left,Extravert,Crumple,0,Left,12,19.4,Brown,No,30,493,Same,Second Toe,Second Toe,40,40,20,50,85,45.76,No,75,50,gossip girl,-0.339982383,0.0468495483,0.0002367258
466,Female,66,130,120,Junior,No,No,3.25,The Back Row,Mac,500,35,50,Yes,15,60,Occasionally,Practically Every Time I Drive,Practically Every Time I Drive,0,2,B+,B+,Right,Varies,Left,Extravert,Varies,2,Right,27,104,Blond,No,8,1000,Males,Second Toe,Second Toe,70,30,98,88,75,75,Yes,85,30,Girls Next Door,-2.142670501,0.1037660132,0.0221479361
467,Female,71,130,130,Sophomore,Yes,No,3.5,Around the Middle,Mac,30,30,0,Yes,0,180,Occasionally,Occasionally,Occasionally,0,5,B,A-,Left,Varies,Left,Extravert,Varies,2,Left,20,43,Brown,No,15,150,Same,Big Toe,Second Toe,30,20,40,20,20,10,No,80,20,Grey's Anatomy,-0.864667384,0.0267510042,0.0008562548
468,Male,73,203,205,Senior,No,Yes,2.8,Around the Middle,Other,15,25,75,Yes,30,20,On Rare Occasions,Frequently,On Rare Occasions,0,0,B-,A,Right,Right,Left,Introvert,Fold,10,Left,0,1137,Red,No,80,105,Same,Same,Same,60,75,80,45,90,0.76,No,82,25,true blood,0.2153156338,0.0519973578,0.0001059526
469,Male,74,215,205,Junior,Yes,Yes,2.79,Around the Middle,PC,15,20,0,No,0,180,Frequently,Occasionally,Occasionally,0,0,C-,A-,Right,Right,Left,Introvert,Fold,0,Left,0,373,Brown,No,67.3,202,Same,Big Toe,Big Toe,69,53.8,46.9,77.4,50,0.29,No,68,17,Fringe,-0.283261949,0.0223957633,0.0000765893
470,Female,65,135,130,Sophomore,Yes,Yes,3.6,Around the Middle,Mac,250,25,0,No,2.5,180,Occasionally,Frequently,Frequently,0,5,A,B,Right,Right,Right,Extravert,Fold,0,Right,0,0,Brown,No,50,108,Same,Second Toe,Second Toe,60,30,30,60,10,2.75,No,85,10,Modern Family,-0.806920355,0.0289951335,0.0008101283
471,Male,73,185,180,Junior,No,No,2.86,Near the Front,Mac,100,15,50,Yes,0,70,Frequently,Frequently,Practically Every Time I Drive,0,0,C+,B,Right,Right,Left,Extravert,Fold,0,Right,0,476,Red,No,60,189,Same,Second Toe,Second Toe,80,60,50,50,60,0,Yes,90,7,Entourage,-0.144018859,0.0198318385,0.000017486
472,Female,67,108,100,Sophomore,No,No,3.57,The Front Row,PC,20,50,0,Yes,0,3,Never,On Rare Occasions,Never,0,2,A,A,Right,Right,Left,Introvert,Fold,0,Left,0,5000,Black,No,14,20,Same,Big Toe,Big Toe,10,75,1,20,75,2,Yes,70,0,Friends,1.6254470656,0.3579939613,0.0613862364
473,Female,66,130,110,Senior,No,Yes,3.51,Around the Middle,Mac,100,35,0,Yes,0,60,Never,Practically Every Time I Drive,Practically Every Time I Drive,2,4,A,B,Right,Right,Left,Extravert,Varies,0,Left,18,197,Blond,No,20,75,Same,Big Toe,Big Toe,25,50,15,75,10,24,No,23,40,The Office,0.3241456979,0.0404373954,0.0001844927
474,Female,63,100,100,Sophomore,No,No,3.4,The Front Row,PC,0,0,0,No,0,0,Never,Never,Never,0,0,A,A,Right,Right,Right,Introvert,Varies,15,Left,0,46.9,Brown,No,0,3,Females,Big Toe,Big Toe,0,0,0,0,0,0,No,15,0,Roseanne,-1.575020525,0.0540031539,0.0059005247
475,Male,73,182,190,Junior,No,No,3.24,Somewhere Different All The Time,PC,15,20,0,Yes,10,60,Occasionally,Never,Never,1,0,A,A,Right,Right,Right,Introvert,Crumple,0,Right,24,4.56,Brown,No,3,212,Males,Big Toe,Big Toe,60,75,80,85,50,0,Yes,87,0,Kenan & Kel,0.4869347612,0.0182345093,0.0001834918
476,Male,67,150,160,Sophomore,No,No,2.44,Around the Middle,PC,15,13,80,Yes,20,10,Occasionally,Occasionally,Occasionally,0,1,B+,A,Right,Right,Left,Extravert,Crumple,4,Left,23,122,Blond,No,25,97,Same,Big Toe,Big Toe,99.9,66,97,99.9,1,39,No,100,12,Entourage,-0.856105922,0.0346436907,0.0010959236
477,Male,65,138,130,Junior,Yes,Yes,3.4,Around the Middle,Mac,15,16,25,Yes,20,30,Occasionally,Occasionally,Occasionally,0,0,B,A-,Right,Right,Left,Extravert,Fold,1,Left,25,291,Brown,No,50,278,Same,Big Toe,Big Toe,50,50,50,65,25,0,No,80,15,Dexter,-0.506680814,0.0166533019,0.0001811554
478,Male,75,290,220,Sophomore,Yes,No,3.15,The Back Row,PC,15,16,50,No,0,150,Occasionally,Occasionally,On Rare Occasions,0,0,B,A-,Ambidextrous,Left,Left,Extravert,Fold,3,Left,27,9,Black,No,27,19,Same,Same,Big Toe,100,100,100,100,0,0,Yes,99.999,4,Ax Men,0.7871132225,0.0627474484,0.0017282343
479,Female,64,102,105,Junior,Yes,Yes,2.7,Near the Front,Mac,100,30,0,Yes,0,120,Occasionally,On Rare Occasions,Never,0,2,B+,B+,Right,Varies,Left,Extravert,Crumple,2,Left,35,190,Blond,No,20,100,Same,Big Toe,Big Toe,50,60,40,50,30,1.79,Yes,75,20,Criminal Minds,0.6424554462,0.0163796789,0.0002863866
480,Male,71,165,150,Junior,Yes,Yes,2.75,Around the Middle,PC,15,13,0,No,12,60,Occasionally,Occasionally,Occasionally,0,0,A,A,Right,Varies,Left,Extravert,Varies,1,Right,20,371,Brown,No,10,126,Same,Second Toe,Second Toe,50,45,40,75,20,0,No,85,15,Entourage,-0.35481316,0.017081116,0.0000911563
481,Male,66,130,130,Sophomore,Yes,No,2.76,Somewhere Different All The Time,PC,50,20,20,Yes,0,6,Occasionally,Occasionally,Occasionally,0,0,A,B,Right,Right,Right,Extravert,Fold,0,No Thumbs,0,0,Brown,No,20,100,Females,Big Toe,Big Toe,99,99,99,99,99,0,Yes,90,1,None.,0.7371089328,0.0291277857,0.0006791997
482,Male,66,150,140,Sophomore,Yes,No,3.3,Around the Middle,PC,80,13,100,No,8,45,Frequently,Frequently,Occasionally,0,0,A,B+,Right,Right,Left,Extravert,Fold,5,Right,26,56,Brown,No,40,96,Females,Second Toe,Second Toe,60,30,20,70,40,25,No,75,46,Madmen,-2.160628023,0.0212627287,0.004225729
483,Female,61,95,110,Senior,No,No,2,Near the Back,Other,50,100,100,Yes,20,0,Frequently,Occasionally,Occasionally,0,2,B+,B,Left,Varies,Left,Extravert,Varies,0,Left,0,197,Black,No,10,300,Same,Same,Same,50,50,60,50,75,0.85,No,60,5,The Office,-0.310413567,0.0484764339,0.0002045414
484,Female,65,140,115,Sophomore,Yes,Yes,3.9,Around the Middle,PC,70,50,0,Yes,0,45,Frequently,Frequently,Frequently,1,4,A,A-,Right,Right,Left,Introvert,Fold,0,Right,14,382.66,Blond,No,15,155,Females,Second Toe,Second Toe,10,50,30,0,30,0,Yes,50,4,House,0.8376503513,0.0168021748,0.0004996189
485,Female,65,140,125,Senior,Yes,Yes,3.1,Around the Middle,PC,50,100,0,Yes,20,10,Practically Every Time I Drive,Practically Every Time I Drive,Practically Every Time I Drive,1,5,C,B,Right,Right,Left,Extravert,Crumple,0,Right,17,11.47,Brown,No,40,208,Females,Second Toe,Second Toe,50,30,50,70,90,20,No,85,100,Golden Girls,-1.602147602,0.0327986814,0.003626881
486,Female,62,110,105,Sophomore,Yes,Yes,3.74,Around the Middle,Mac,200,110,0,Yes,0,3,Occasionally,Practically Every Time I Drive,Practically Every Time I Drive,0,6,A,A,Right,Right,Left,Introvert,Varies,0,Right,28,110,Brown,No,15,132,Same,Same,Same,70,70,30,20,80,5.76,Yes,85,100,Greys anatomy,0.5480892488,0.0417452804,0.0005452777
487,Female,66,135,135,Sophomore,Yes,No,2.94,Near the Back,PC,250,45,0,Yes,20,20,On Rare Occasions,Frequently,Frequently,2,5,A,B+,Right,Left,Left,Introvert,Crumple,1,Right,12,9.9,Brown,No,2,108,Females,Big Toe,Big Toe,15,10,15,65,10,0,Yes,25,40,The Office,-1.082682305,0.0464864383,0.0023811691
488,Female,67,133,130,Junior,Yes,Yes,3.58,Near the Front,PC,50,30,0,Yes,0,30,Occasionally,On Rare Occasions,On Rare Occasions,0,3,A-,A,Right,Right,Left,Extravert,Crumple,0,Right,21,220,Brown,No,10,338,Same,Same,Big Toe,5,50,40,40,20,2.98,Yes,70,25,Glee,0.7895562395,0.0172869027,0.0004569254
489,Male,71,163,163,Junior,Yes,No,2.9,Somewhere Different All The Time,PC,20,30,0,Yes,10,100,Occasionally,Occasionally,Occasionally,0,0,D+,B,Right,Right,Left,Extravert,Fold,10,Right,18,377,Brown,No,10,150,Same,Second Toe,Second Toe,20,30,40,70,20,0,No,85,10,The Office,-0.73801084,0.0231563327,0.0005379711
490,Female,60,125,110,Sophomore,Yes,Yes,3.14,Near the Front,Mac,150,50,0,Yes,0,90,Frequently,Occasionally,On Rare Occasions,0,2,A,B+,Right,Varies,Left,Extravert,Crumple,0,Right,28,307.15,Brown,Yes,65,333,Females,Big Toe,Big Toe,50,60,85,30,45,23.05,Yes,60,14,NCIS,0.2676795452,0.030794684,0.0000948591
491,Male,70,180,180,Senior,No,Yes,3.46,Near the Front,PC,80,20,100,No,30,15,Frequently,Practically Every Time I Drive,Frequently,3,0,B+,A-,Right,Varies,Left,Extravert,Crumple,0,Left,15,153,Blond,No,5,81,Same,Big Toe,Big Toe,70,50,75,50,30,0,Yes,93,8,Its Always Sunny in Philedelphia,-0.971662001,0.0448673076,0.0018479299
492,Male,70,155,160,Junior,No,No,3.3,The Back Row,PC,75,25,45,Yes,0,60,Occasionally,Occasionally,Occasionally,0,0,A,A-,Left,Left,Left,Introvert,Fold,10,Left,30,380,Black,No,20,120,Same,Big Toe,Big Toe,30,50,10,30,5,45,Yes,50,0,No Reservation,0.1070163634,0.0278360058,0.0000136633
493,Female,69,190,160,Freshman,Yes,No,3.5,Near the Front,PC,200,40,0,No,0,5,Occasionally,Practically Every Time I Drive,Frequently,0,5,A,B+,Right,Right,Left,Introvert,Crumple,10,Right,0,376.3,Brown,No,45,95,Same,Big Toe,Big Toe,25,70,15,50,50,0,No,67,4,Glee,1.366966984,0.0340756493,0.0027466659
494,Male,71,154,170,Sophomore,Yes,No,3,Near the Back,PC,200,31,100,No,35,80,Frequently,Practically Every Time I Drive,Practically Every Time I Drive,0,0,D+,B+,Right,Left,Left,Extravert,Fold,0,Left,18,380,Brown,No,60,486,Males,Second Toe,Second Toe,80,60,80,90,40,0,Yes,85,20,futurama,-0.564783906,0.033818779,0.0004652139
495,Male,71,170,170,Sophomore,Yes,Yes,2.64,Around the Middle,PC,30,25,0,No,0,40,Occasionally,On Rare Occasions,On Rare Occasions,0,0,A-,B+,Left,Left,Left,Extravert,Fold,14,Left,35,86,Black,No,1,60,Same,Big Toe,Big Toe,80,80,70,70,60,0,No,99,6,good eats,0.3059691945,0.0222202197,0.0000886444
496,Male,75,190,200,Junior,Yes,No,3.02,Around the Middle,Mac,75,30,40,Yes,35,30,On Rare Occasions,Frequently,On Rare Occasions,0,0,D+,A-,Right,Right,Left,Introvert,Fold,8,Right,30,12,Brown,No,3,92,Same,Same,Same,60,70,60,85,30,0.75,No,75,15,"Weeds, Dexter, East bound and down, South park, The sarah conner show",0.2148130311,0.0233488611,0.000045966
